name	ID	CntrUS_vs_CntrStim_p.val	FarnStim_vs_CntrStim_p.val	FarnStim_vs_CntrUS_p.val	FarnStim_vs_GeraStim_p.val	FarnStim_vs_GeraUS_p.val	FarnUS_vs_CntrStim_p.val	FarnUS_vs_CntrUS_p.val	FarnUS_vs_FarnStim_p.val	FarnUS_vs_GeraStim_p.val	FarnUS_vs_GeraUS_p.val	GeraStim_vs_CntrStim_p.val	GeraStim_vs_CntrUS_p.val	GeraUS_vs_CntrStim_p.val	GeraUS_vs_CntrUS_p.val	GeraUS_vs_GeraStim_p.val	CntrUS_vs_CntrStim_p.adj	FarnStim_vs_CntrStim_p.adj	FarnStim_vs_CntrUS_p.adj	FarnStim_vs_GeraStim_p.adj	FarnStim_vs_GeraUS_p.adj	FarnUS_vs_CntrStim_p.adj	FarnUS_vs_CntrUS_p.adj	FarnUS_vs_FarnStim_p.adj	FarnUS_vs_GeraStim_p.adj	FarnUS_vs_GeraUS_p.adj	GeraStim_vs_CntrStim_p.adj	GeraStim_vs_CntrUS_p.adj	GeraUS_vs_CntrStim_p.adj	GeraUS_vs_CntrUS_p.adj	GeraUS_vs_GeraStim_p.adj	CntrUS_vs_CntrStim_significant	FarnStim_vs_CntrStim_significant	FarnStim_vs_CntrUS_significant	FarnStim_vs_GeraStim_significant	FarnStim_vs_GeraUS_significant	FarnUS_vs_CntrStim_significant	FarnUS_vs_CntrUS_significant	FarnUS_vs_FarnStim_significant	FarnUS_vs_GeraStim_significant	FarnUS_vs_GeraUS_significant	GeraStim_vs_CntrStim_significant	GeraStim_vs_CntrUS_significant	GeraUS_vs_CntrStim_significant	GeraUS_vs_CntrUS_significant	GeraUS_vs_GeraStim_significant	significant	CntrUS_vs_CntrStim_ratio	FarnStim_vs_CntrStim_ratio	FarnStim_vs_CntrUS_ratio	FarnStim_vs_GeraStim_ratio	FarnStim_vs_GeraUS_ratio	FarnUS_vs_CntrStim_ratio	FarnUS_vs_CntrUS_ratio	FarnUS_vs_FarnStim_ratio	FarnUS_vs_GeraStim_ratio	FarnUS_vs_GeraUS_ratio	GeraStim_vs_CntrStim_ratio	GeraStim_vs_CntrUS_ratio	GeraUS_vs_CntrStim_ratio	GeraUS_vs_CntrUS_ratio	GeraUS_vs_GeraStim_ratio	CntrStim_centered	CntrUS_centered	FarnStim_centered	FarnUS_centered	GeraStim_centered	GeraUS_centered
CD81	P60033	0.405883656158986	1.02938918826852e-12	4.6746579458421595e-12	1.78301333567873e-06	4.61889368209314e-05	2.6081793393794297e-11	1.3997173478535e-10	0.0908814964934438	2.39212683714693e-08	4.97247594075415e-07	1.1125405668549199e-16	3.32927724328821e-16	5.72934728370876e-16	1.83437594263039e-15	0.22204328951652	0.908	2.86e-09	1.28e-05	0.236	0.58	0.000984	2.05e-08	0.728	0.25	0.348	0.000261	0.000297	0.00426	0.000564	0.857	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.287	4.36	4.07	-2.08	-1.66	3.77	3.48	-0.597	-2.68	-2.26	6.45	6.16	6.02	5.73	-0.425	-3.48	-3.19	0.881	0.285	2.97	2.54
CD82	P27701	3.43203447583143e-05	4.56288958088235e-13	2.6311767385354e-16	0.0002085879039827	0.951371462720112	2.06016378893647e-07	4.67096028198922e-12	1.13289124417304e-06	6.39780133203664e-11	1.32465826862668e-06	6.57123165630694e-16	1.5305762827983399e-18	5.06757731102711e-13	2.85290809793694e-16	0.000177471942272	0.118	5.84e-10	2.69e-13	0.612	0.935	0.11	1.48e-11	0.00123	0.0473	0.432	0.000797	1.28e-06	0.0717	0.00017	0.0972	False	True	True	False	False	False	True	True	True	False	True	True	False	True	False	True	-1.91	5.08	6.98	-1.64	0.0235	2.67	4.57	-2.41	-4.05	-2.38	6.72	8.63	5.05	6.96	-1.67	-2.93	-4.84	2.14	-0.267	3.78	2.12
CEP85	Q6P2H3	0.0004829526285228	2.8614401226445602e-09	1.0780465878292499e-12	5.987751175912709e-16	1.8524949131706203e-15	2.7465104248481498e-12	4.33565518481496e-15	0.0018654975926094	7.91010517462876e-18	2.07277847110171e-17	2.57278781715358e-09	4.69560023451893e-05	1.65237015925557e-08	0.0004032950973409	0.420116393148529	0.299	0.000213	2.06e-06	1.72e-09	1.79e-06	0.000136	3.41e-14	0.219	2.54e-08	3.78e-10	0.29	0.686	0.506	0.836	0.895	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-1.04	2.3	3.34	4.61	4.39	3.2	4.24	0.902	5.51	5.3	-2.31	-1.27	-2.1	-1.06	0.213	-0.00856	-1.05	2.29	3.19	-2.32	-2.11
CERS2	Q96G23	0.0278963356835867	8.34025449817533e-08	3.09136408184303e-05	1.51675644962732e-06	2.98728869238749e-06	3.96834130994517e-06	0.001725271641007	0.135005980011714	3.40570255294579e-08	6.39797104853133e-08	2.95976342466919e-13	1.93525982189707e-11	4.628010939407049e-13	3.23034342701608e-11	0.79333591605819	0.746	0.00397	0.294	0.228	0.381	0.255	0.26	0.773	0.269	0.19	0.022	0.0703	0.0698	0.0778	0.925	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0.987	3.12	2.13	-2.63	-2.51	2.47	1.48	-0.654	-3.28	-3.17	5.75	4.76	5.64	4.65	-0.112	-2.99	-2.01	0.128	-0.526	2.76	2.64
CERS5	Q8N5B7	0.627103706365656	3.05224383422288e-06	1.09202535907579e-05	1.37183001729089e-08	1.25495842222594e-08	1.24177694647933e-05	4.50991204584611e-05	0.593219099742789	4.0015414101514e-09	3.6707646490389903e-09	1.31534776768279e-13	2.96543397827597e-13	1.23532544017341e-13	2.78016730942646e-13	0.969562949685375	0.924	0.0412	0.22	0.0482	0.109	0.329	0.0444	0.892	0.168	0.067	0.0155	0.0138	0.0447	0.0114	0.934	False	True	False	True	False	False	True	False	False	False	True	True	True	True	False	True	0.136	1.64	1.5	-2.25	-2.26	1.49	1.35	-0.149	-2.4	-2.41	3.88	3.75	3.9	3.76	0.0106	-1.84	-1.7	-0.203	-0.352	2.04	2.05
CKAP4	Q07065	0.925361485283279	2.12170982716437e-07	1.68199802978577e-07	0.179997680592796	0.158818186455214	5.96099540605146e-07	4.70384067128169e-07	0.681087565632932	0.0845732520400511	0.0733449429048622	8.060042203171011e-09	6.498274394384341e-09	6.8265191953234e-09	5.5088071513799205e-09	0.942438575466817	0.937	0.00796	0.0418	0.909	0.901	0.155	0.0014	0.9	0.922	0.932	0.349	0.271	0.455	0.283	0.933	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.0311	2.29	2.33	-0.453	-0.476	2.16	2.19	-0.136	-0.589	-0.613	2.75	2.78	2.77	2.8	0.0239	-1.66	-1.69	0.638	0.501	1.09	1.11
CLDND1	Q9NY35	0.0140424263436947	2.9324483618533e-08	2.1775977609195e-05	1.4220443572969699e-12	1.3054103477051998e-12	7.310645690512291e-09	4.56380141105457e-06	0.55405255515073	4.17651203571573e-12	3.82227967030867e-12	1.7883236712545902e-17	4.99293468910786e-16	1.68804828625722e-17	4.6783750053929695e-16	0.961666391043858	0.681	0.00172	0.268	0.000114	0.00113	0.0291	0.00982	0.888	0.014	0.00194	4.63e-05	0.000393	0.000459	0.000237	0.933	False	True	False	True	True	True	True	False	True	True	True	True	True	True	False	True	0.805	2.39	1.58	-3.87	-3.88	2.57	1.76	0.183	-3.69	-3.7	6.25	5.45	6.27	5.46	0.0148	-3.05	-2.24	-0.661	-0.478	3.21	3.22
COMT	P21964	0.241850965466722	3.13731144781084e-10	4.20255703588384e-09	5.92360581970324e-09	2.14005622383698e-08	7.51538435317756e-09	1.26609488834629e-07	0.157765014648111	2.52247064210283e-10	8.19237520431789e-10	2.51016756932156e-16	1.2616560385450502e-15	5.26404150948326e-16	2.76606905706628e-15	0.581666982185344	0.886	1.91e-05	0.0052	0.0332	0.128	0.0295	0.000357	0.789	0.0759	0.0371	0.000477	0.000723	0.00408	0.000725	0.912	False	True	True	True	False	True	True	False	False	True	True	True	True	True	False	True	0.169	1.39	1.22	-1.2	-1.12	1.19	1.02	-0.205	-1.41	-1.33	2.59	2.42	2.51	2.34	-0.0788	-1.31	-1.14	0.0827	-0.123	1.28	1.2
CYB5B	O43169	0.711517798911397	3.7475763679159996e-14	6.76141798098393e-14	0.036836164956431	0.0197604846018765	8.171744838100361e-14	1.4982780088658e-13	0.62662203522126	0.0994035598104101	0.0569552536326192	1.45284641313449e-12	2.83350770208826e-12	2.4079310129068998e-12	4.7490350650186096e-12	0.779003347339977	0.928	2.27e-12	3.73e-08	0.869	0.852	2.99e-06	3.41e-14	0.895	0.925	0.928	0.0433	0.036	0.11	0.0406	0.925	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	0.112	4.44	4.33	0.659	0.744	4.3	4.18	-0.147	0.511	0.596	3.78	3.67	3.7	3.59	-0.0849	-2.72	-2.61	1.72	1.57	1.06	0.977
DCAF8	Q5TAQ9	0.514082328988031	6.384467774659341e-09	2.9498189096397e-08	3.17789457166644e-06	9.07932562243782e-07	5.86381646496108e-11	2.24250942554967e-10	0.0364705475200635	1.41752091542718e-08	4.62112068609651e-09	0.016897841440635	0.0696779806128729	0.0492822537440759	0.172931565589144	0.627604174912307	0.917	0.000453	0.0174	0.271	0.302	0.00174	4.7e-08	0.606	0.225	0.0722	0.893	0.872	0.912	0.929	0.915	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.403	5.16	4.76	3.6	3.9	6.5	6.1	1.34	4.95	5.25	1.56	1.15	1.26	0.854	-0.299	-2.48	-2.08	2.68	4.02	-0.924	-1.22
DHCR24	Q15392	0.157459537304502	1.00333172034742e-08	4.07929798094915e-10	0.0002791427886801	0.0149788441522385	0.000155435264648	3.44482377316559e-06	0.0007092879029392	1.68087217520772e-08	8.06682880011242e-07	1.98436349306227e-12	1.63950069779191e-13	3.9306794984869893e-11	2.54625564430448e-12	0.122872546490221	0.865	0.00068	0.00107	0.633	0.845	0.511	0.0078	0.141	0.232	0.389	0.0487	0.0106	0.208	0.0314	0.811	False	True	True	False	False	False	True	False	False	False	True	True	False	True	False	True	-0.357	2.03	2.39	-1.03	-0.64	1.09	1.44	-0.944	-1.98	-1.58	3.06	3.42	2.67	3.03	-0.392	-1.42	-1.77	0.615	-0.329	1.65	1.25
DHCR7	Q9UBM7	0.136048916314365	2.56512890498863e-06	0.000142943083866	0.0002252974845427	0.000132911682478	1.65722462859057e-05	0.0009301819175219	0.478671387797518	3.40365713917196e-05	2.00783042601893e-05	1.29347525300136e-10	3.4439950965970602e-09	8.61292027875804e-11	2.20415594512198e-09	0.842234339807909	0.857	0.0373	0.437	0.618	0.646	0.348	0.204	0.879	0.718	0.646	0.161	0.242	0.24	0.227	0.928	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.399	1.55	1.16	-1.11	-1.16	1.37	0.969	-0.186	-1.3	-1.35	2.67	2.27	2.72	2.32	0.0521	-1.45	-1.05	0.104	-0.0825	1.21	1.27
DLAT	P10515	0.439717266463768	1.54835140214438e-08	2.61015962860076e-09	9.60744365438369e-06	0.0005724885985414	8.46567329050662e-10	1.63064652514759e-10	0.204868670219595	3.47858036912454e-07	1.88949433175772e-05	0.0153892774015787	0.0023141509899944	0.0003159868402027	4.02061270043786e-05	0.13107988832225	0.911	0.00101	0.00382	0.356	0.723	0.01	2.69e-08	0.813	0.431	0.642	0.891	0.804	0.846	0.772	0.817	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.0741	0.763	0.837	0.518	0.371	0.886	0.96	0.123	0.641	0.494	0.245	0.319	0.392	0.467	0.147	-0.369	-0.443	0.395	0.517	-0.124	0.0236
DNAJA1	P31689	0.002090992045653	1.09607796411734e-18	3.49789154661948e-20	1.37880785614369e-19	3.48701720959125e-20	1.449261891492e-19	5.85537022843602e-21	0.0614216472074508	2.1076604646256102e-20	5.8383441719792405e-21	0.0554855539193887	0.169147671771041	0.0020737059612996	0.997396951151547	0.168193122538952	0.456	4.64e-14	7.23e-14	1.35e-13	1.87e-13	7.13e-14	3.41e-14	0.679	1.59e-13	9.65e-14	0.908	0.886	0.875	0.949	0.837	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-0.612	4.1	4.72	4.46	4.72	4.45	5.07	0.35	4.81	5.07	-0.359	0.253	-0.613	-0.00059	-0.254	-1.16	-1.77	2.94	3.29	-1.52	-1.78
DNAJA2	O60884	0.308692508752295	6.57777560881962e-20	2.45241540528544e-20	2.3866184111011503e-20	2.21263347505902e-20	1.0802742084812001e-20	4.29140136389567e-21	0.0645367683543922	4.18345454902183e-21	3.89705994938035e-21	0.295577133604287	0.976953096048767	0.26110755879273	0.912854826723785	0.935794398286008	0.896	4.64e-14	7.23e-14	1.35e-13	1.87e-13	7.13e-14	3.41e-14	0.686	1.59e-13	9.65e-14	0.927	0.916	0.928	0.948	0.932	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-0.205	5.08	5.28	5.29	5.31	5.46	5.67	0.382	5.67	5.69	-0.211	-0.00577	-0.227	-0.0218	-0.0161	-1.65	-1.85	3.43	3.81	-1.86	-1.88
DNAJA4	Q8WW22	0.564317681400846	1.3469828957542599e-11	4.53088885663245e-12	2.2433087939768597e-11	9.75129357059384e-13	3.53884451555111e-12	1.24541549869699e-12	0.478440340721252	5.76903991488319e-12	2.85311844946908e-13	0.791934631234041	0.402865185289013	0.161066679288728	0.398259257920932	0.0993609047674104	0.92	2.7e-07	1.24e-05	0.00118	0.000948	0.000171	4.87e-13	0.879	0.0166	0.000268	0.938	0.9	0.923	0.938	0.793	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-0.301	5.89	6.19	5.75	6.63	6.26	6.56	0.37	6.12	7.0	0.137	0.438	-0.743	-0.442	-0.88	-1.87	-2.17	4.01	4.38	-1.74	-2.62
DNAJC5	Q9H3Z4	0.284560653809678	9.96334681815102e-10	1.01621361469257e-10	0.0002471802861464	0.0008531191924492	1.37128112142544e-08	1.1840989483549e-09	0.25165727021833	1.13714999316859e-05	3.96605037570721e-05	3.04270894715816e-13	5.13725090728242e-14	6.84201253140473e-13	1.10117972201217e-13	0.637713210266167	0.893	6.89e-05	0.00034	0.624	0.742	0.0384	7.18e-07	0.831	0.662	0.69	0.0222	0.00613	0.0778	0.00725	0.916	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	-0.59	5.03	5.62	-2.3	-2.04	4.39	4.98	-0.634	-2.93	-2.67	7.32	7.91	7.07	7.66	-0.257	-3.87	-4.46	1.16	0.524	3.45	3.2
DPAGT1	Q9H3H5	0.0484522947902926	2.9574129173124695e-11	2.1669178194974903e-09	1.66803273652698e-07	8.61310515232306e-07	7.15389081056619e-06	0.0015941107997016	1.13353293987507e-05	1.86146799626322e-12	6.171787907697729e-12	3.46303364767168e-16	6.2188867763225e-15	8.41850992222127e-16	1.66590942287271e-14	0.515165683838058	0.79	8.69e-07	0.00335	0.122	0.299	0.292	0.252	0.00954	0.00895	0.00269	0.000581	0.00183	0.0051	0.00232	0.906	False	True	True	False	False	False	False	True	True	True	True	True	True	True	False	True	0.571	3.04	2.47	-1.95	-1.77	1.54	0.972	-1.49	-3.44	-3.26	4.99	4.42	4.81	4.23	-0.182	-2.49	-1.92	0.546	-0.948	2.5	2.32
DPCD	Q9BVM2	0.754046260462923	8.1976406860968e-13	1.42676818407544e-12	1.8582117592263e-11	1.05781064011455e-11	2.98765198005117e-13	5.104897590573789e-13	0.559024641745362	6.09118906815264e-12	3.5357236688970096e-12	0.0990092288294929	0.174996039817059	0.169036393267719	0.282219424475797	0.769287001709061	0.93	1.85e-09	2.99e-06	0.00102	0.00439	1.44e-05	3.41e-14	0.889	0.0171	0.00185	0.914	0.887	0.924	0.935	0.924	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	0.0925	3.79	3.7	3.29	3.38	3.96	3.87	0.173	3.46	3.55	0.5	0.407	0.413	0.321	-0.0866	-1.46	-1.37	2.33	2.5	-0.96	-1.05
DPM3	Q9P2X0	0.775436980087098	3.96458400962734e-07	8.16664574953288e-07	0.0352720269269254	0.0176791963283473	3.45820322851315e-07	7.11088872532747e-07	0.956610407517757	0.0396558397645156	0.0200188009811299	2.1388371003571103e-09	4.0605310466373505e-09	1.08088054463358e-09	2.0278331237271e-09	0.757195692543546	0.931	0.0121	0.0864	0.868	0.849	0.131	0.00205	0.919	0.912	0.911	0.281	0.25	0.351	0.223	0.923	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.162	3.78	3.61	-1.25	-1.42	3.81	3.65	0.0308	-1.22	-1.39	5.02	4.86	5.2	5.04	0.175	-2.99	-2.83	0.782	0.813	2.03	2.2
DPP4	P27487	2.33223675355094e-05	5.30374016597523e-07	0.153491659688197	7.16150824743092e-07	2.27614982629852e-10	1.8669289839760602e-09	0.0006608756293399	0.023898020215319	0.0003668322477964	4.75119422680137e-08	6.41850609595641e-13	2.01233930505226e-08	2.6594248794176203e-15	1.2381047371482099e-11	0.0016805030976782	0.101	0.0146	0.889	0.187	0.0242	0.0154	0.177	0.541	0.81	0.171	0.031	0.323	0.00878	0.0573	0.259	False	True	False	False	True	True	False	False	False	False	True	False	True	False	False	True	0.81	1.04	0.232	-1.02	-1.58	1.42	0.609	0.378	-0.645	-1.2	2.06	1.25	2.62	1.81	0.552	-1.33	-0.515	-0.284	0.0941	0.739	1.29
EBP	Q15125	0.0002852077213516	4.78657769161403e-09	0.0001659017647735	5.77684375603206e-07	6.11599097300551e-08	4.77163843601048e-09	0.0001652983071374	0.998903347201597	5.79698374207434e-07	6.13636805825667e-08	2.24998646858779e-14	3.1823147237210695e-11	5.7074570669091006e-15	5.60387851175076e-12	0.368522673914596	0.256	0.00035	0.451	0.176	0.168	0.0239	0.0917	0.921	0.469	0.187	0.00695	0.0812	0.0127	0.0433	0.888	False	True	False	False	False	True	False	False	False	False	True	False	True	True	False	True	1.09	2.22	1.14	-1.7	-1.94	2.22	1.14	0.000359	-1.7	-1.94	3.93	2.84	4.17	3.08	0.237	-2.27	-1.19	-0.0469	-0.0466	1.66	1.89
ECI2	O75521	0.331808857774792	3.3878402633739895e-11	2.48226421380377e-10	1.5777546507472e-07	4.13550686176739e-09	3.75554546694828e-05	0.0005029004700887	2.6292636813303e-06	0.272710458191456	0.012857413724521	0.0007074099333065	0.0083705244316835	0.0302969329209127	0.204010265123214	0.132792609573531	0.899	1.05e-06	0.000731	0.12	0.0767	0.402	0.158	0.00262	0.937	0.903	0.841	0.832	0.907	0.931	0.818	False	True	True	False	False	False	False	True	False	False	False	False	False	False	False	True	0.241	2.67	2.43	1.73	2.11	1.21	0.969	-1.46	0.273	0.651	0.937	0.696	0.558	0.318	-0.378	-0.936	-0.695	1.73	0.274	0.000988	-0.377
EHBP1L1	Q8N3D4	0.441865526676403	1.8908080747332e-06	2.65075992555383e-07	9.28307124135668e-08	7.11717584224033e-07	1.93406396605597e-08	3.25504583129237e-09	0.0728336560318227	1.26571508233102e-09	7.95202248279428e-09	0.237190799522158	0.671430531393084	0.703294367724058	0.695403281218051	0.416924889533645	0.911	0.0311	0.0523	0.1	0.288	0.0445	3.4e-06	0.701	0.12	0.0891	0.924	0.909	0.938	0.945	0.895	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.496	3.88	4.38	4.65	4.12	5.07	5.56	1.19	5.84	5.31	-0.768	-0.272	-0.244	0.251	0.524	-1.24	-1.74	2.64	3.83	-2.01	-1.48
ELMO1	Q92556	0.564073531778279	1.1267465968522e-07	4.75571324994387e-07	0.0134366299364006	0.0033708856007204	1.59934865963548e-07	6.81794339819821e-07	0.886865507563516	0.0186720570220311	0.0048022822160452	0.0001004915922126	0.0004643644010032	0.0004535508003381	0.0020319322621019	0.570091489601892	0.92	0.00501	0.0688	0.836	0.797	0.1	0.00198	0.915	0.9	0.882	0.796	0.762	0.852	0.868	0.911	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.0535	0.663	0.609	0.243	0.295	0.65	0.596	-0.0131	0.23	0.282	0.42	0.367	0.367	0.314	-0.0526	-0.359	-0.305	0.304	0.291	0.0611	0.0085
ELOVL1	Q9BW60	0.0014999336619904	2.50404431477831e-09	1.4318206159625e-05	6.19232460788382e-06	3.06031642590856e-06	3.729106365064841e-09	2.28793781089982e-05	0.859398367661236	3.89691367413407e-06	1.93386113184911e-06	6.09803763213817e-14	3.1588114765182095e-11	3.96679342822904e-14	1.86434535835609e-11	0.7872681055555	0.414	0.000186	0.239	0.319	0.383	0.0213	0.0298	0.913	0.599	0.464	0.0113	0.0811	0.0293	0.0655	0.925	False	True	False	False	False	True	True	False	False	False	True	False	True	False	False	True	1.37	3.43	2.06	-2.18	-2.29	3.36	1.99	-0.069	-2.25	-2.35	5.61	4.24	5.71	4.34	0.105	-3.25	-1.88	0.181	0.112	2.36	2.47
EMP3	P54852	0.0011149397483944	1.8140405643696e-09	1.32379993026387e-05	7.48465703337455e-08	3.4179169755903e-09	2.3433970906844e-09	1.79447693357308e-05	0.908352551976258	5.66244201770602e-08	2.63894677692177e-09	3.4242524131268304e-15	1.15374529993823e-12	5.385036417235201e-16	1.22042418657728e-13	0.195136331902176	0.379	0.000132	0.233	0.093	0.0721	0.0172	0.0258	0.916	0.298	0.0597	0.00236	0.0254	0.00412	0.00766	0.848	False	True	False	False	False	True	True	False	False	False	True	True	True	True	False	True	1.42	3.51	2.08	-2.88	-3.39	3.46	2.04	-0.0451	-2.92	-3.44	6.38	4.96	6.9	5.48	0.516	-3.61	-2.19	-0.107	-0.152	2.77	3.29
EPHX2	P34913	0.0595030586756884	4.32477312765242e-11	2.66776060457532e-09	3.84560219777349e-07	4.35719880938506e-07	9.62953434477156e-12	4.91049225495415e-10	0.441840425646959	2.77775151141302e-06	3.15998225398406e-06	7.07599455719586e-16	1.1813949745319e-14	7.57546563108019e-16	1.27383039849988e-14	0.960412767655462	0.805	1.45e-06	0.00388	0.156	0.262	0.000431	1.72e-07	0.874	0.578	0.505	0.000821	0.00277	0.00487	0.00198	0.933	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.551	3.02	2.47	-1.88	-1.87	3.24	2.69	0.218	-1.67	-1.65	4.91	4.36	4.89	4.34	-0.014	-2.77	-2.22	0.254	0.472	2.14	2.12
ERMP1	Q7Z2K6	0.0119080810837151	9.9622865821049e-09	7.79534434392546e-06	0.0027134782130061	0.0003210480384828	1.50767960154605e-08	1.24504342062598e-05	0.858874945872613	0.0017267541751219	0.0002006292802601	9.996909279971289e-12	2.51520138923455e-09	2.17151946306495e-12	4.16919504232436e-10	0.413004893156876	0.664	0.000676	0.198	0.769	0.695	0.0399	0.0204	0.913	0.853	0.775	0.0804	0.228	0.107	0.157	0.894	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	1.18	3.61	2.43	-1.45	-1.81	3.54	2.35	-0.0785	-1.53	-1.89	5.06	3.88	5.43	4.24	0.364	-3.14	-1.95	0.477	0.399	1.93	2.29
F11R	Q9Y624	0.0061320678572986	9.9434029701117e-09	1.61178277209313e-05	9.43533144549113e-10	1.25743433639923e-11	8.32964021861409e-09	1.31661778368598e-05	0.938957112934212	1.1151108646609801e-09	1.4563013101085e-11	6.78690982709423e-16	5.37314002293512e-14	4.3066696957723e-17	2.2024107828196903e-15	0.0423700312020379	0.59	0.000675	0.247	0.0123	0.00492	0.0309	0.0212	0.918	0.115	0.00467	0.000807	0.00626	0.000888	0.000622	0.703	False	True	False	True	True	True	True	False	False	True	True	True	True	True	False	True	0.647	1.79	1.15	-2.02	-2.48	1.81	1.16	0.0168	-2.0	-2.47	3.81	3.17	4.28	3.63	0.463	-2.06	-1.41	-0.264	-0.247	1.76	2.22
FAM162A	Q96A26	0.759566276979773	2.254105980627e-09	4.4906068614260905e-09	0.735833565502465	0.514030086645821	5.09611162129504e-09	1.03056822256801e-08	0.71773889521205	0.486200652054207	0.313873404063029	1.0697577492635102e-09	2.10175201061996e-09	5.38208471691652e-10	1.0438380110048702e-09	0.751052413985514	0.93	0.000166	0.00542	0.938	0.923	0.0246	1.69e-05	0.903	0.944	0.95	0.247	0.22	0.319	0.193	0.923	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.0467	1.35	1.3	-0.0515	-0.1	1.29	1.25	-0.0552	-0.107	-0.155	1.4	1.35	1.45	1.4	0.0484	-0.923	-0.877	0.426	0.371	0.477	0.526
FAM195A	Q9BUT9	0.2497277983438	1.59493923596373e-06	8.550001784865e-08	0.0229081112400201	3.45779262823257e-07	0.61979690432255	0.505458144552041	4.49085446047305e-07	0.0002369719661699	0.917207191676142	0.000874372390603	4.01481897859004e-05	0.549051360065795	0.57335426270176	0.0001799517591347	0.887	0.028	0.0305	0.854	0.251	0.913	0.885	0.000496	0.795	0.963	0.845	0.68	0.936	0.942	0.098	False	True	True	False	False	False	False	True	False	False	False	False	False	False	False	True	-0.504	2.64	3.15	1.03	2.9	-0.215	0.289	-2.86	-1.82	0.0449	1.61	2.11	-0.26	0.244	-1.87	-0.546	-1.05	2.1	-0.761	1.06	-0.805
FAM219A	Q8IW50	0.569941748300604	1.02779325171923e-17	2.02804197330775e-17	3.7837677447602003e-16	1.16047238546455e-16	7.99292354195577e-20	1.40909239901562e-19	0.000109321686533	1.5799072387132001e-18	5.98020636759608e-19	0.0075730519192594	0.0284043606140407	0.0574008056688748	0.169455929210491	0.372100199464329	0.92	4.64e-14	7.23e-14	8.1e-10	3.13e-08	7.13e-14	3.41e-14	0.0488	1.86e-09	9.65e-14	0.881	0.856	0.913	0.929	0.889	False	True	True	True	True	True	True	True	True	True	False	False	False	False	False	True	0.0993	3.61	3.51	3.11	3.27	4.4	4.3	0.787	3.9	4.06	0.5	0.401	0.343	0.244	-0.157	-1.49	-1.39	2.12	2.91	-0.993	-1.15
FDFT1	P37268	0.0063876062736112	1.23292406194022e-06	1.1219299638044401e-09	0.0029558186022049	0.293290751615457	0.0111897718227437	5.49352748871442e-06	0.0015046349744863	3.10340949346212e-07	9.24169789214375e-05	5.72057826620329e-10	1.775830563126e-12	8.62403974334402e-08	1.18275093659824e-10	0.036237811625913	0.595	0.0242	0.00216	0.773	0.912	0.78	0.0114	0.2	0.423	0.738	0.219	0.0299	0.593	0.113	0.684	False	True	True	False	False	False	True	False	False	False	False	True	False	False	False	True	-0.637	1.35	1.99	-0.704	-0.23	0.586	1.22	-0.762	-1.47	-0.992	2.05	2.69	1.58	2.22	-0.474	-0.822	-1.46	0.527	-0.235	1.23	0.757
FKBP8	Q14318	0.374607450209036	6.43472737422442e-08	5.91515281081415e-07	0.791304436639004	0.961745491001178	2.39362508167534e-08	2.09965708738177e-07	0.680242782414458	0.499937538295019	0.715573687200994	1.22776728313687e-07	1.16134107647026e-06	5.72966281228526e-08	5.23910065576546e-07	0.754688344992542	0.904	0.00325	0.0756	0.94	0.935	0.0488	0.000617	0.9	0.945	0.96	0.517	0.516	0.572	0.579	0.923	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	0.0796	0.659	0.579	0.0236	-0.00427	0.695	0.616	0.0367	0.0603	0.0325	0.635	0.555	0.663	0.583	0.0278	-0.455	-0.376	0.203	0.24	0.18	0.208
