name	ID	CntrStat_vs_Cntr_p.val	Farn_vs_Cntr_p.val	Farn_vs_CntrStat_p.val	Farn_vs_Gera_p.val	Farn_vs_GeraStat_p.val	FarnStat_vs_Cntr_p.val	FarnStat_vs_CntrStat_p.val	FarnStat_vs_Farn_p.val	FarnStat_vs_Gera_p.val	FarnStat_vs_GeraStat_p.val	Gera_vs_Cntr_p.val	Gera_vs_CntrStat_p.val	GeraStat_vs_Cntr_p.val	GeraStat_vs_CntrStat_p.val	GeraStat_vs_Gera_p.val	CntrStat_vs_Cntr_p.adj	Farn_vs_Cntr_p.adj	Farn_vs_CntrStat_p.adj	Farn_vs_Gera_p.adj	Farn_vs_GeraStat_p.adj	FarnStat_vs_Cntr_p.adj	FarnStat_vs_CntrStat_p.adj	FarnStat_vs_Farn_p.adj	FarnStat_vs_Gera_p.adj	FarnStat_vs_GeraStat_p.adj	Gera_vs_Cntr_p.adj	Gera_vs_CntrStat_p.adj	GeraStat_vs_Cntr_p.adj	GeraStat_vs_CntrStat_p.adj	GeraStat_vs_Gera_p.adj	CntrStat_vs_Cntr_significant	Farn_vs_Cntr_significant	Farn_vs_CntrStat_significant	Farn_vs_Gera_significant	Farn_vs_GeraStat_significant	FarnStat_vs_Cntr_significant	FarnStat_vs_CntrStat_significant	FarnStat_vs_Farn_significant	FarnStat_vs_Gera_significant	FarnStat_vs_GeraStat_significant	Gera_vs_Cntr_significant	Gera_vs_CntrStat_significant	GeraStat_vs_Cntr_significant	GeraStat_vs_CntrStat_significant	GeraStat_vs_Gera_significant	significant	CntrStat_vs_Cntr_ratio	Farn_vs_Cntr_ratio	Farn_vs_CntrStat_ratio	Farn_vs_Gera_ratio	Farn_vs_GeraStat_ratio	FarnStat_vs_Cntr_ratio	FarnStat_vs_CntrStat_ratio	FarnStat_vs_Farn_ratio	FarnStat_vs_Gera_ratio	FarnStat_vs_GeraStat_ratio	Gera_vs_Cntr_ratio	Gera_vs_CntrStat_ratio	GeraStat_vs_Cntr_ratio	GeraStat_vs_CntrStat_ratio	GeraStat_vs_Gera_ratio	Cntr_centered	CntrStat_centered	Farn_centered	FarnStat_centered	Gera_centered	GeraStat_centered
ECI1	P42126	0.010730347039556	6.5279787663433606e-09	5.73233364930668e-06	0.460176765463632	4.51535142400269e-05	4.22882657936185e-12	1.0843667395813902e-09	0.0014933167383784	0.0095169916404215	0.193124674410623	1.2121746392003e-09	8.2894859503224e-07	3.88595397479593e-13	6.522061294824479e-11	0.0003267021915693	0.308	0.0178	0.0574	0.929	0.847	0.00381	0.00212	0.0328	0.864	0.937	0.736	0.801	0.51	0.609	0.0307	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	0.353	1.08	0.728	-0.0963	-0.628	1.54	1.18	0.456	0.36	-0.172	1.18	0.825	1.71	1.36	0.531	-0.976	-0.623	0.105	0.561	0.201	0.733
ECI2	O75521	0.512175358656811	4.80012865544696e-17	2.10356271059577e-17	1.90231206887297e-05	2.00013482820556e-06	3.26852831017518e-16	1.35235076666925e-16	0.15308963541777	0.0009133862744268	9.51503035724069e-05	8.39176194597647e-14	2.88899421892798e-14	3.55506409285824e-13	1.16200208993604e-13	0.396179369312601	0.918	8.29e-12	5.93e-15	0.81	0.793	1.14e-06	9.88e-13	0.619	0.827	0.869	0.392	0.22	0.506	0.329	0.78	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	4.28	4.43	1.15	1.34	3.96	4.1	-0.324	0.824	1.01	3.13	3.28	2.94	3.09	-0.19	-2.36	-2.51	1.92	1.6	0.772	0.581
ELMO1	Q92556	0.543727380363761	1.32829057683627e-08	5.73165038162597e-08	0.0406876286400856	0.269529501786013	8.0548000619341e-05	0.0004074884606483	0.0019469366545001	6.89695036116255e-06	0.0286746996390808	1.17671397253161e-10	4.2697757832862003e-10	2.01225234902481e-07	9.45799906117243e-07	0.0029303558938607	0.922	0.0255	0.00417	0.908	0.931	0.643	0.465	0.0415	0.71	0.924	0.678	0.634	0.837	0.822	0.119	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0.0526	0.693	0.641	-0.184	0.0965	0.399	0.346	-0.294	-0.479	-0.198	0.878	0.825	0.597	0.544	-0.281	-0.437	-0.384	0.257	-0.0377	0.441	0.16
ELOVL1	Q9BW60	4.37110587085303e-05	6.57762505337928e-10	0.0001093019588838	2.78186072132854e-08	3.6487006880865e-06	1.14926772861574e-09	0.0002150328515871	0.799672145070006	1.51879634489679e-08	1.87975361123242e-06	8.6882433680738495e-16	2.0992400679035996e-12	1.52741489009906e-14	9.038683839947209e-11	0.0614788137821944	0.0022	0.00501	0.209	0.621	0.805	0.0554	0.414	0.875	0.446	0.803	0.178	0.421	0.355	0.62	0.472	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1.57	3.03	1.46	-2.5	-1.87	2.95	1.38	-0.0822	-2.58	-1.95	5.53	3.96	4.9	3.33	-0.626	-3.0	-1.43	0.0329	-0.0493	2.53	1.91
EMP3	P54852	0.463531286326274	4.20266051341202e-18	1.80413998668235e-18	1.93026372215999e-13	7.8578047707329e-15	1.90828846065772e-18	8.387376216397081e-19	0.493876546556611	6.33725562720827e-13	2.2797992867746e-14	1.60901858496616e-23	9.41418909349141e-24	3.86818981541961e-24	2.32678509402839e-24	0.0546351850202364	0.911	2.25e-14	5.93e-15	0.0682	0.0326	5.67e-10	7.51e-15	0.821	0.0351	0.0413	9.3e-05	4.47e-06	5.65e-05	2.26e-06	0.449	False	True	True	False	True	True	True	False	True	True	True	True	True	True	False	True	-0.146	4.22	4.37	-2.7	-3.1	4.36	4.5	0.137	-2.56	-2.96	6.92	7.07	7.32	7.46	0.396	-3.78	-3.92	0.443	0.58	3.14	3.54
ENDOD1	O94919	0.269228084834762	1.03843127102235e-23	4.68428882771617e-24	1.6727889420368902e-15	3.50686460187884e-14	1.75276974455508e-23	7.78447441883588e-24	0.475429655824469	6.05506093033033e-16	1.13639714877093e-14	5.17561606561893e-28	2.98598845902951e-28	1.42767971281537e-27	8.0626981906349095e-28	0.0535751379457659	0.864	1.17e-14	5.93e-15	0.00886	0.0589	1.77e-14	7.51e-15	0.816	0.00101	0.0307	1.5e-10	2.27e-13	3.72e-09	9.49e-12	0.446	False	True	True	True	False	True	True	False	True	True	True	True	True	True	False	True	-0.146	4.64	4.79	-2.18	-1.91	4.55	4.69	-0.0939	-2.27	-2.01	6.82	6.96	6.55	6.7	-0.262	-3.74	-3.88	0.905	0.811	3.08	2.82
ERMP1	Q7Z2K6	0.16017919367748	8.8926157686961e-10	2.37847941062296e-08	1.4141606725431801e-09	4.48885254698268e-08	7.96188780068725e-10	2.108993779231e-08	0.959843209299233	1.5822341866977e-09	5.07304077765357e-08	1.7960667829088099e-16	1.29643235277999e-15	1.4006527308686e-15	1.17782529666358e-14	0.145568943981946	0.799	0.00603	0.00221	0.481	0.69	0.0482	0.0132	0.891	0.323	0.704	0.12	0.104	0.238	0.22	0.63	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.35	2.25	1.9	-2.2	-1.84	2.27	1.92	0.0123	-2.19	-1.83	4.46	4.11	4.09	3.74	-0.363	-2.24	-1.89	0.0172	0.0295	2.22	1.86
EVL	Q9UI08	0.473559534469571	6.22147859805034e-14	2.0658358958593099e-13	2.58137271162925e-13	2.66829567367767e-13	2.2386768942330899e-13	7.83962801850504e-13	0.445371484972504	9.89466611958295e-13	1.0243131555607299e-12	0.39813149618412	0.896132393970042	0.387651751567133	0.880870782788991	0.984579564160187	0.913	1.1e-06	1.59e-09	0.0755	0.116	0.000531	2.48e-06	0.807	0.042	0.155	0.928	0.924	0.932	0.93	0.875	False	True	True	False	False	True	True	False	True	False	False	False	False	False	False	True	0.167	3.3	3.14	3.11	3.1	3.12	2.96	-0.178	2.93	2.92	0.197	0.0302	0.202	0.0347	0.00448	-1.17	-0.999	2.14	1.96	-0.968	-0.964
FAH	P16930	0.59519332597745	1.7825106826415802e-09	5.50496743552528e-10	1.86785094231033e-06	3.6623191521457e-08	1.79566489695236e-07	4.82968377873311e-08	0.0602750988272736	1.4758614290529e-08	4.30041964009148e-10	2.07115421527922e-14	9.063726633305711e-15	1.9490935924954503e-15	9.09411645767461e-16	0.126153912513265	0.928	0.00902	8.14e-05	0.759	0.684	0.271	0.0205	0.407	0.445	0.487	0.324	0.171	0.254	0.12	0.605	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.0434	0.725	0.768	-0.492	-0.619	0.567	0.61	-0.158	-0.65	-0.778	1.22	1.26	1.34	1.39	0.127	-0.635	-0.678	0.0901	-0.0683	0.582	0.709
FAM219A	Q8IW50	0.280912869714195	3.6632856742295e-16	8.56521076960513e-17	4.40901301388297e-18	2.8454332243075197e-18	3.07810534115e-21	1.1812717765238901e-21	4.53084188713329e-11	1.59439482025171e-22	1.17991680316589e-22	0.0015473391709822	0.0221086166369668	0.000578164668304	0.0091535740194753	0.70571610466916	0.868	4.59e-10	5.93e-15	0.00027	0.000511	1.77e-14	7.51e-15	3.25e-14	1.93e-11	3.47e-09	0.898	0.898	0.9	0.901	0.844	False	True	True	True	True	True	True	True	True	True	False	False	False	False	False	True	-0.146	2.38	2.52	2.85	2.9	3.8	3.95	1.43	4.27	4.33	-0.47	-0.324	-0.521	-0.374	-0.0508	-0.841	-0.987	1.54	2.96	-1.31	-1.36
FBXO30	Q8TB52	0.112486250263038	5.53704647560764e-08	3.42499047530627e-06	1.46849098986678e-07	5.12518812436115e-06	1.09609252909056e-07	7.12014932322906e-06	0.781116046509868	2.94741436030182e-07	1.0687106270799e-05	0.692574798834609	0.225028300133202	0.0838547811537332	0.878087644092699	0.173999131454753	0.742	0.0496	0.0451	0.684	0.811	0.241	0.168	0.872	0.592	0.836	0.931	0.913	0.925	0.93	0.66	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0.233	1.06	0.832	1.01	0.81	1.03	0.792	-0.0398	0.968	0.77	0.0567	-0.176	0.255	0.022	0.198	-0.439	-0.206	0.626	0.586	-0.382	-0.184
FLOT1	O75955	2.04059247797579e-06	2.98131152895135e-14	2.77334367904961e-09	6.89695153643894e-10	1.1489191672727e-11	7.411730301320479e-16	1.51760513432681e-11	0.0191575982172444	2.2998676789964e-07	2.0071585477800403e-09	1.90356494427452e-19	2.29716489528745e-16	2.5823868380459302e-20	1.77938845409776e-17	0.0548409312477109	2.54e-05	4.29e-07	0.000376	0.443	0.29	2.94e-06	6.24e-05	0.208	0.581	0.568	0.0149	0.0614	0.00999	0.0332	0.45	True	True	True	False	False	True	True	False	False	False	True	False	True	True	False	True	0.692	1.7	1.0	-1.08	-1.3	1.98	1.29	0.285	-0.79	-1.02	2.77	2.08	3.0	2.31	0.229	-1.69	-0.998	0.00564	0.291	1.08	1.31
FN3KRP	Q9HA64	0.508594699168754	2.1974286597291e-10	5.5537271076615295e-11	0.0032784044676261	4.9817561036518e-06	1.3162843448576898e-11	3.7165989589758e-12	0.172691304460178	0.0779774300265508	0.0002005673200572	4.63139654376282e-13	1.48508065193771e-13	8.347902591973461e-15	3.08618165555661e-15	0.01966369368115	0.918	0.00243	6.49e-06	0.883	0.811	0.00718	1.46e-05	0.644	0.892	0.878	0.473	0.295	0.325	0.164	0.293	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	2.18	2.32	-0.707	-1.25	2.48	2.63	0.306	-0.401	-0.944	2.88	3.03	3.43	3.57	0.543	-1.8	-1.95	0.373	0.679	1.08	1.62
FOCAD	Q5VW36	0.361150257932974	2.1606152755419e-16	6.44769247385463e-17	5.58683824248416e-10	2.6492061313622702e-09	5.16039511140942e-17	1.6336835618229802e-17	0.279203220529095	6.51364256342739e-09	3.42514165332631e-08	6.414628116098201e-21	2.78936302338745e-21	1.23197447791801e-20	5.25070820506309e-21	0.484832622442447	0.892	1.69e-10	5.93e-15	0.431	0.579	1.08e-07	7.51e-15	0.735	0.4	0.69	0.00339	0.000404	0.0075	0.00106	0.804	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	2.88	3.02	-1.5	-1.39	3.05	3.2	0.174	-1.33	-1.21	4.38	4.52	4.27	4.41	-0.112	-2.4	-2.55	0.473	0.647	1.97	1.86
FRYL	O94915	0.584192245854318	4.53351120644057e-12	1.64310898306998e-12	0.230145594823439	0.365824859154698	8.66353487140238e-12	3.0755175465974697e-12	0.73330323295467	0.127737580043831	0.217140193459119	4.98765394799865e-13	1.93720528208973e-13	8.55268903859671e-13	3.26695441126897e-13	0.760251079558343	0.927	0.000111	5.16e-08	0.923	0.933	0.00573	1.19e-05	0.866	0.897	0.938	0.476	0.307	0.544	0.38	0.851	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	3.15	3.3	-0.325	-0.243	3.06	3.21	-0.091	-0.416	-0.334	3.48	3.62	3.4	3.54	-0.0815	-2.16	-2.3	0.996	0.905	1.32	1.24
GBP1	P32455	0.0251251877889864	4.86498904475985e-17	2.82932048750237e-18	3.79553247719083e-15	1.77145591963741e-17	1.50400706273236e-18	1.20744302812605e-19	0.0068252697075392	6.80703979401735e-17	6.159086540303861e-19	0.0035682520891825	7.24966506293519e-06	0.421835493799679	0.130836364306449	0.0004425752420911	0.455	8.54e-12	5.93e-15	0.013	0.00162	3.72e-10	7.51e-15	0.11	0.000233	7.41e-05	0.902	0.83	0.933	0.917	0.0378	False	True	True	True	True	True	True	False	True	True	False	False	False	False	True	True	-0.473	3.86	4.34	3.23	4.03	4.45	4.92	0.584	3.81	4.61	0.637	1.11	-0.162	0.31	-0.799	-1.39	-1.86	2.48	3.06	-0.748	-1.55
GBP2	P32456	0.0023562009204076	5.37803116908049e-08	3.3261225351800496e-11	1.5935382513618699e-13	0.0375915523939733	1.1722798586893402e-15	1.44926889392091e-17	5.757387323905e-10	0.0002015120001685	8.80210938436245e-08	4.7127885847373e-18	1.22410952629114e-19	3.72888055579927e-10	5.69130609344717e-13	7.833253267158299e-12	0.116	0.0489	3.47e-06	0.0637	0.916	4.78e-06	7.51e-15	3.25e-14	0.798	0.722	0.0406	0.00364	0.736	0.407	8.58e-14	False	True	True	False	False	True	True	True	False	False	True	True	False	False	True	True	-0.414	0.924	1.34	-1.7	-0.269	2.09	2.51	1.17	-0.531	0.899	2.62	3.04	1.19	1.61	-1.43	-1.07	-1.48	-0.146	1.02	1.55	0.124
GBP5	Q96PP8	4.57995148141153e-06	1.51794157970515e-08	0.029814766519796	1.3671334622887e-17	0.0001968845061043	5.56450076430526e-07	0.41920198963123	0.15155071120692	2.43691268278758e-18	4.02021363112995e-06	3.3811820948941e-21	9.774873978776671e-19	1.97469702556869e-12	4.90372161419478e-07	4.36188544950001e-15	8.79e-05	0.0271	0.703	0.000591	0.866	0.342	0.866	0.617	1.34e-05	0.819	0.00249	0.00878	0.578	0.814	8.58e-14	True	True	False	True	False	False	False	False	True	False	True	True	False	False	True	True	0.681	0.953	0.272	-2.42	-0.512	0.778	0.0971	-0.175	-2.59	-0.687	3.37	2.69	1.47	0.784	-1.91	-1.21	-0.527	-0.255	-0.43	2.16	0.257
GHITM	Q9H3K2	0.567734070709216	3.5595151287502e-15	1.5420842415896202e-15	2.98168192896991e-08	2.49457325751226e-06	7.0042693160521305e-15	2.9755667250404904e-15	0.652042312371459	1.02009808105069e-08	7.74564434682993e-07	2.4936218010306403e-19	1.37388257362392e-19	1.6965202223360398e-18	8.955750921909351e-19	0.0870143417456368	0.925	2.16e-08	2.85e-14	0.624	0.797	2.92e-05	5.78e-10	0.854	0.425	0.783	0.0165	0.00384	0.0402	0.012	0.537	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.11	4.26	-1.97	-1.52	4.0	4.14	-0.115	-2.08	-1.63	6.08	6.23	5.63	5.78	-0.45	-3.28	-3.43	0.835	0.719	2.8	2.35
GNG2	P59768	0.17039575470461	1.2213993438251e-08	3.71470431744125e-07	6.381730801984221e-09	0.0007113995464649	2.7046769930931e-17	1.6309429221452e-16	6.42518306789969e-12	0.0026971537471077	2.15052576814824e-08	2.25168710301308e-15	1.85771456542653e-14	4.0954802183762195e-12	6.269958186531179e-11	9.84177220483551e-05	0.808	0.0244	0.0135	0.556	0.881	4.24e-08	1.51e-12	3.25e-14	0.845	0.673	0.219	0.201	0.605	0.607	0.0121	False	True	True	False	False	True	True	True	False	False	False	False	False	False	True	True	0.282	1.63	1.35	-1.69	-0.769	3.98	3.7	2.35	0.664	1.58	3.32	3.04	2.4	2.12	-0.92	-1.94	-1.65	-0.305	2.05	1.38	0.464
GNG5	P63218	0.134870293424867	1.27853953185739e-13	1.84855223112266e-12	1.46850932916482e-08	1.21545412936398e-11	6.54919900740324e-21	2.77230473122072e-20	1.6540538372836399e-13	4.7832830567025e-06	0.0238797089266192	2.1706121147663e-18	1.30787721537747e-17	6.38833312486273e-20	3.0798737851637904e-19	0.0025385844391119	0.773	2.68e-06	6.16e-08	0.594	0.293	1.77e-14	7.51e-15	3.25e-14	0.699	0.922	0.033	0.0224	0.0135	0.0077	0.109	False	True	True	False	False	True	True	True	False	False	True	True	True	True	False	True	0.375	3.39	3.02	-1.96	-2.77	6.75	6.37	3.36	1.39	0.583	5.35	4.98	6.17	5.79	0.812	-3.67	-3.3	-0.28	3.08	1.68	2.49
GNGT2	O14610	0.495542413533536	4.7542473195513e-16	1.87696496729796e-16	2.66741879115105e-17	1.98771311598426e-17	5.8514920697526e-21	3.14897213718773e-21	1.3165704133989002e-10	8.4054477241226895e-22	6.87179994513037e-22	0.0354045059738198	0.138652150978088	0.0209012431343668	0.0888836261049769	0.812465392423056	0.916	7.3e-10	5.93e-15	0.000909	0.00173	1.77e-14	7.51e-15	3.25e-14	4.04e-10	5.14e-08	0.914	0.91	0.918	0.915	0.858	False	True	True	True	True	True	True	True	True	True	False	False	False	False	False	True	-0.146	3.75	3.89	4.22	4.27	5.91	6.06	2.16	6.38	6.43	-0.47	-0.324	-0.521	-0.374	-0.0508	-1.42	-1.57	2.33	4.49	-1.89	-1.94
HACL1	Q9UJ83	0.446892528741824	1.9755143344142998e-19	9.002438628553021e-20	1.7113287370453302e-20	1.3308044432557101e-20	1.2271180681733399e-18	5.30063380637526e-19	0.0989168253170441	9.04244129192695e-20	6.921256456377651e-20	0.019954937996886	0.0997466870598749	0.0107607392804903	0.0589945064191792	0.790981343297466	0.909	1.17e-14	5.93e-15	1.99e-06	6.36e-06	2.59e-10	7.51e-15	0.521	4.18e-07	1.07e-05	0.912	0.908	0.915	0.912	0.855	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-0.146	4.6	4.74	5.07	5.12	4.27	4.42	-0.324	4.74	4.79	-0.47	-0.324	-0.521	-0.374	-0.0508	-1.29	-1.44	3.31	2.98	-1.76	-1.81
HADH	Q16836	0.481658991117186	6.165184836638929e-12	1.6569888494219198e-12	9.32729539355287e-05	1.28862158588826e-06	1.89580829044393e-13	5.85380641943736e-14	0.0607426292775858	0.0134911360861334	0.0002199606181579	3.0041336622399704e-15	1.08071704895471e-15	3.04253036794084e-16	1.1831340268107e-16	0.114025447201952	0.914	0.000146	5.22e-08	0.837	0.783	0.000468	7.64e-08	0.409	0.869	0.879	0.232	0.0992	0.172	0.0651	0.587	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	2.41	2.56	-0.946	-1.28	2.82	2.96	0.402	-0.544	-0.879	3.36	3.51	3.69	3.84	0.335	-2.02	-2.17	0.391	0.793	1.34	1.67
HAUS6	Q7Z4H7	0.344960278071006	2.83660419424548e-12	5.10210583046976e-13	0.000145170115368	0.0100572812334488	3.73115048209132e-12	6.61224829695261e-13	0.882838225993308	9.79644830445519e-05	0.0070510965537114	2.08896485038832e-15	5.40322448754426e-16	2.55994719830477e-14	5.874563700914211e-15	0.107415944591171	0.888	7.2e-05	7.76e-09	0.844	0.905	0.00354	2.02e-06	0.884	0.782	0.913	0.215	0.0807	0.381	0.19	0.576	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	1.85	2.0	-0.676	-0.423	1.83	1.98	-0.0227	-0.699	-0.445	2.53	2.68	2.28	2.42	-0.254	-1.39	-1.54	0.463	0.441	1.14	0.886
HEXB	P07686	0.377433890896383	2.6549115904877602e-14	6.691923099162761e-15	0.0132945056081523	3.49837538744844e-08	3.93029174142185e-16	1.19138021404133e-16	0.0077408960370872	0.820586328668471	5.43202238084584e-05	5.37349719111143e-16	1.6078047052616e-16	1.1041667777852e-18	4.18599075152665e-19	2.96373355199928e-05	0.896	3.71e-07	1.19e-12	0.898	0.682	1.42e-06	7.37e-13	0.118	0.921	0.861	0.159	0.0544	0.0355	0.0088	0.00405	False	True	True	False	False	True	True	False	False	False	False	False	True	True	True	True	-0.146	2.44	2.58	-0.433	-1.26	2.91	3.05	0.471	0.0374	-0.785	2.87	3.02	3.69	3.84	0.823	-1.96	-2.11	0.476	0.947	0.91	1.73
HMGCL	P35914	0.122592318317025	6.250400083681599e-12	1.45580704876658e-10	1.42940669207043e-07	1.87886084607754e-06	1.0277707459232502e-09	3.98328469951223e-08	0.0184184702022735	9.44168119712595e-05	0.0013634140149983	8.71328900605712e-05	0.0053237564306358	5.90125736405676e-06	0.0003956379118276	0.316416105216763	0.757	0.000148	1.96e-05	0.683	0.791	0.0531	0.0186	0.204	0.781	0.898	0.879	0.888	0.87	0.881	0.75	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	0.226	1.66	1.44	1.01	0.863	1.31	1.08	-0.356	0.652	0.507	0.656	0.43	0.801	0.575	0.145	-0.776	-0.55	0.888	0.532	-0.12	0.0249
HMOX2	P30519	0.476249377480439	1.2808754457710001e-17	5.446340939560779e-18	1.47492055307095e-07	3.1068118596172503e-09	7.105835007740019e-18	3.0755525813880497e-18	0.624335864246702	4.41486813657356e-08	1.03415175903786e-09	3.31568511903999e-13	9.87243978979527e-14	6.22985273258629e-12	1.64694427266926e-12	0.113896348303101	0.913	4.26e-13	5.93e-15	0.684	0.586	5.32e-09	7.51e-15	0.849	0.502	0.535	0.458	0.275	0.62	0.457	0.587	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.121	3.43	3.55	1.19	1.46	3.52	3.64	0.083	1.27	1.55	2.24	2.36	1.97	2.09	-0.274	-1.84	-1.96	1.59	1.68	0.403	0.129
ICAM3	P32942	0.283101993246579	9.3076270602942e-17	2.3429884164406902e-17	2.01033881965335e-07	4.49799084326387e-10	8.844442434226291e-17	2.2318660920702802e-17	0.96871247156398	2.21800595426716e-07	4.89573339760006e-10	3.81953674873168e-20	1.34354134497936e-20	3.28636599562604e-21	1.26382788756158e-21	0.0137543101621939	0.869	3.25e-11	5.93e-15	0.695	0.492	2.2e-07	1.44e-14	0.892	0.58	0.495	0.00789	0.0011	0.00409	0.000442	0.252	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	2.53	2.67	-0.933	-1.29	2.53	2.68	0.00529	-0.928	-1.28	3.46	3.61	3.81	3.96	0.353	-2.03	-2.18	0.496	0.501	1.43	1.78
ICOS	Q9Y6W8	0.50311194777687	4.38000843649851e-20	2.27444094446293e-20	1.75133291600176e-08	1.34002312389428e-08	5.78934485671906e-20	2.98622047907729e-20	0.778567121019003	9.02612019483558e-09	6.935975071171541e-09	4.61166634751924e-23	2.77166255465884e-23	4.23034268942234e-23	2.54662705489924e-23	0.909960901460019	0.917	1.17e-14	5.93e-15	0.602	0.647	4.87e-13	7.51e-15	0.872	0.418	0.626	0.000184	1.19e-05	0.000325	2.25e-05	0.868	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	5.55	5.7	-1.72	-1.75	5.49	5.64	-0.0613	-1.78	-1.81	7.28	7.42	7.3	7.45	0.0246	-4.25	-4.39	1.31	1.25	3.03	3.06
IFITM1	P13164	0.0708482412069118	7.06028595551844e-15	1.38213228832532e-13	1.2841556535941e-14	5.33205384511581e-16	2.34717489903207e-15	4.0941940443165205e-14	0.461465884986513	4.1328448447652204e-14	1.5157903611116301e-15	3.4016209675409e-22	1.6548733828227001e-21	6.01560649986051e-23	2.64317819375829e-22	0.0373319661674649	0.651	6.01e-08	7.48e-10	0.023	0.00948	9.71e-06	4.45e-08	0.812	0.0105	0.0117	0.000724	0.000295	0.00041	0.000144	0.381	False	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	0.278	2.34	2.06	-2.28	-2.6	2.45	2.17	0.111	-2.17	-2.49	4.61	4.33	4.94	4.66	0.324	-2.43	-2.16	-0.0995	0.0111	2.18	2.5
ILF2	Q12905	0.162808557548187	5.8057361682871296e-11	1.1908153131718702e-09	0.0001098604742115	1.59872647784682e-05	8.51959099531253e-11	1.80901443410889e-09	0.851258399369187	6.65698376253584e-05	9.71666637836025e-06	1.8676623525585802e-14	1.89832597784358e-13	6.1494157222128105e-15	5.717415312809381e-14	0.472345403758174	0.802	0.000922	0.000172	0.84	0.831	0.0186	0.00297	0.881	0.773	0.835	0.318	0.306	0.31	0.294	0.801	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.143	1.06	0.915	-0.454	-0.526	1.04	0.896	-0.0189	-0.472	-0.545	1.51	1.37	1.58	1.44	0.0727	-0.889	-0.746	0.169	0.15	0.622	0.695
IPO11	Q9UI26	0.333992675032615	1.33718634389085e-12	2.4106705417185e-13	5.59909612191622e-06	0.0079646742481561	5.34955773336286e-13	1.01343628808496e-13	0.607804337819294	2.19084449186308e-05	0.026372882365005	2.13357708470535e-16	5.941470886428e-17	1.15654720931563e-14	2.6702014550233503e-15	0.0094018701827294	0.885	3.52e-05	2.1e-09	0.785	0.903	0.000988	1.7e-07	0.846	0.744	0.923	0.126	0.038	0.341	0.159	0.214	False	True	True	False	False	True	True	False	False	False	False	True	False	False	False	True	-0.146	1.87	2.02	-0.845	-0.428	1.95	2.1	0.0773	-0.767	-0.35	2.72	2.87	2.3	2.45	-0.417	-1.45	-1.6	0.424	0.501	1.27	0.852
IPO9	Q96P70	0.403796134485814	2.3481868514014598e-12	5.18992297904751e-13	2.66008780473545e-08	1.15061871723952e-06	5.0569923070677296e-12	1.07725099529107e-12	0.68099250499107	1.00232793935506e-08	4.01046031683485e-07	2.08267430682219e-17	7.51866945605693e-18	1.43550158387694e-16	4.82430111574036e-17	0.13920342721813	0.901	6.05e-05	7.98e-09	0.619	0.78	0.00423	3.6e-06	0.858	0.424	0.766	0.0624	0.0186	0.143	0.0477	0.622	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	True	-0.146	2.12	2.27	-1.35	-1.09	2.05	2.19	-0.0717	-1.42	-1.16	3.47	3.61	3.21	3.35	-0.263	-1.78	-1.93	0.337	0.266	1.69	1.42
IST1	P53990	0.46753129041347	9.01043698258038e-18	3.80815522652526e-18	0.00151453833533	8.39208329930119e-06	1.83144730441841e-17	7.57207538304928e-18	0.5601087554485	0.006584367482457	3.9749901569773e-05	8.57497055751603e-16	3.12090445609685e-16	1.5663001664202602e-14	5.1296067975675e-15	0.0583580604253949	0.912	1.88e-13	5.93e-15	0.875	0.82	2.33e-08	7.51e-15	0.836	0.859	0.857	0.177	0.0679	0.356	0.185	0.462	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	4.13	4.28	0.704	1.1	4.01	4.16	-0.117	0.586	0.98	3.43	3.57	3.03	3.18	-0.393	-2.41	-2.56	1.72	1.6	1.02	0.624
